Position,Const,Created,Modified,Description,Name,Known For,Birth Date
301,nm0001277,2012-03-18,2012-03-18,,Scott Glenn,The Hunt for Red October,1939-01-26
302,nm0001326,2012-03-18,2012-03-18,,Josh Hartnett,Lucky Number Slevin,1978-07-21
303,nm0000546,2012-03-18,2012-03-18,,Matthew Modine,Full Metal Jacket,1959-03-22
304,nm0001492,2012-03-18,2012-03-18,,Kyle MacLachlan,Twin Peaks,1959-02-22
305,nm0000203,2012-03-18,2012-03-18,,River Phoenix,My Own Private Idaho,1970-08-23
306,nm0000160,2012-03-18,2012-03-18,,Ethan Hawke,Training Day,1970-11-06
307,nm0000513,2012-03-18,2012-03-18,,William H. Macy,Fargo,1950-03-13
308,nm0641939,2012-03-18,2012-03-18,,Ryan O'Neal,Love Story,1941-04-20
309,nm0001029,2012-03-18,2012-03-18,,Jim Caviezel,The Passion of the Christ,1968-09-26
310,nm0000483,2012-03-18,2012-03-18,,Christopher Lambert,Mortal Kombat,1957-03-29
311,nm0089217,2012-03-18,2012-03-18,,Orlando Bloom,The Lord of the Rings: The Fellowship of the Ring,1977-01-13
312,nm0001868,2012-03-18,2012-03-18,,Michael York,Logan's Run,1942-03-27
313,nm0001133,2012-03-18,2012-03-18,,Brian Dennehy,First Blood,1938-07-09
314,nm0001173,2012-03-18,2012-03-18,,Aaron Eckhart,The Dark Knight,1968-03-12
315,nm0000104,2012-03-18,2012-03-18,,Antonio Banderas,The Mask of Zorro,1960-08-10
316,nm0000549,2012-03-18,2012-03-18,,Roger Moore,Moonraker,1927-10-14
317,nm0000287,2012-03-18,2012-03-18,,William Baldwin,Backdraft,1963-02-21
318,nm0000255,2012-03-18,2012-03-18,,Ben Affleck,Argo,1972-08-15
319,nm0000467,2012-03-18,2012-03-18,,Don Johnson,Miami Vice,1949-12-15
320,nm0000598,2012-03-18,2012-03-18,,Dennis Quaid,Far from Heaven,1954-04-09
321,nm0000634,2012-03-18,2012-03-18,,Peter Sellers,Being There,1925-09-08
322,nm0000418,2012-03-18,2012-03-18,,Danny Glover,Lethal Weapon,1946-07-22
323,nm0001765,2012-03-18,2012-03-18,,Harry Dean Stanton,Alien,1926-07-14
324,nm0202966,2012-03-18,2012-03-18,,Keith David,The Princess and the Frog,1956-06-04
325,nm0000314,2012-03-18,2012-03-18,,Charles Bronson,Death Wish,1921-11-03
326,nm0000090,2012-03-18,2012-03-18,,Armin Mueller-Stahl,Eastern Promises,1930-12-17
327,nm0479471,2012-03-18,2012-03-18,,Shia LaBeouf,Honey Boy,1986-06-11
328,nm0001101,2012-03-18,2012-03-18,,Ted Danson,Cheers,1947-12-29
329,nm0001029,2012-03-18,2012-03-18,,Jim Caviezel,The Passion of the Christ,1968-09-26
330,nm0001354,2012-03-18,2012-03-18,,Ciarán Hinds,Belfast,1953-02-09
331,nm0005068,2012-03-18,2012-03-18,,Vinnie Jones,Snatch,1965-01-05
332,nm0001556,2012-03-18,2012-03-18,,David Morse,The Green Mile,1953-10-11
333,nm0000901,2012-03-18,2012-03-18,,Jean-Paul Belmondo,Pierrot le fou,1933-04-09
334,nm0001295,2012-03-18,2012-03-18,,Graham Greene,The Green Mile,1952-06-22
335,nm0000685,2012-03-18,2012-03-18,,Jon Voight,Midnight Cowboy,1938-12-29
336,nm0001702,2012-03-18,2012-03-18,,Roy Scheider,Jaws,1932-11-10
337,nm0001727,2012-03-18,2012-03-18,,Robert Shaw,A Man for All Seasons,1927-08-09
338,nm0000377,2012-03-18,2012-03-18,,Richard Dreyfuss,The Goodbye Girl,1947-10-29
339,nm0051509,2012-03-18,2012-03-18,,Eric Bana,Dirty John,1968-08-09
340,nm0001804,2012-03-18,2012-03-18,,Stanley Tucci,Big Night,1960-11-11
341,nm0000086,2012-03-18,2012-03-18,,Louis de Funès,Les aventures de Rabbi Jacob,1914-07-31
342,nm0000493,2012-03-18,2012-03-18,,Jack Lemmon,The Apartment,1925-02-08
343,nm0000527,2012-03-18,2012-03-18,,Walter Matthau,The Odd Couple,1920-10-01
344,nm0001629,2012-03-18,2012-03-18,,Kevin Pollak,The Usual Suspects,1957-10-30
345,nm0000459,2012-03-18,2012-03-18,,Timothy Hutton,Ordinary People,1960-08-16
346,nm0000655,2012-03-18,2012-03-18,,Eric Stoltz,Pulp Fiction,1961-09-30
347,nm0001283,2012-03-18,2012-03-18,,Louis Gossett Jr.,An Officer and a Gentleman,1936-05-27
348,nm0001228,2012-03-18,2012-03-18,,Peter Fonda,Easy Rider,1940-02-23
349,nm0002077,2012-03-18,2012-03-18,,Dexter Fletcher,"Lock, Stock and Two Smoking Barrels",1966-01-31
350,nm0001536,2012-03-18,2012-03-18,,Toshirô Mifune,Yôjinbô,1920-04-01
351,nm0812555,2012-03-18,2012-03-18,,Sol Kyung-gu,Salinjaui gieokbeob,1968-05-01
352,nm0609403,2012-03-18,2012-03-18,,Masahiro Motoki,Okuribito,1965-12-21
353,nm0814280,2012-03-18,2012-03-18,,Song Kang-ho,Salinui chueok,1967-01-17
354,nm0947447,2012-03-18,2012-03-18,,Donnie Yen,Ip Man,1963-07-27
355,nm0668640,2012-03-18,2012-03-18,,Cezary Pazura,Kroll,1962-06-13
356,nm0844371,2012-03-18,2012-03-18,,Borys Szyc,Zimna wojna,1978-09-04
357,nm0462550,2012-03-18,2012-03-18,,Marian Kociniak,Pan Tadeusz,1936-01-11
358,nm0646037,2012-03-18,2012-03-18,,Daniel Olbrychski,Salt,1945-02-27
359,nm0246189,2012-03-18,2012-03-18,,Marian Dziedziel,Wesele,1947-08-05
360,nm0836136,2012-03-18,2012-03-18,,Jerzy Stuhr,Historie milosne,1947-04-18
361,nm0002010,2012-03-18,2012-03-18,,Christian Clavier,Les visiteurs,1952-05-06
362,nm0508293,2012-03-18,2012-03-18,,Thierry Lhermitte,Le dîner de cons,1952-11-24
363,nm0846548,2012-03-18,2012-03-18,,Saïd Taghmaoui,Wonder Woman,1973-07-19
364,nm0241121,2012-03-18,2012-03-18,,Jean Dujardin,The Artist,1972-06-19
365,nm0734000,2012-03-18,2012-03-18,,Jean Rochefort,L'homme du train,1930-04-29
366,nm0000809,2012-03-18,2012-03-18,,Daniel Auteuil,Caché,1950-01-24
367,nm0005351,2012-03-18,2012-03-18,,Ryan Reynolds,Deadpool 2,1976-10-23
368,nm1544217,2012-03-18,2012-03-18,,Cam Gigandet,Twilight,1982-08-16
369,nm0648249,2012-03-18,2012-03-18,,Timothy Olyphant,Justified,1968-05-20
370,nm0159789,2012-03-18,2012-03-18,,Hayden Christensen,Star Wars: Episode III - Revenge of the Sith,1981-04-19
371,nm0241049,2012-03-18,2012-03-18,,Josh Duhamel,Transformers,1972-11-14
372,nm0001467,2012-03-18,2012-03-18,,Jared Leto,Dallas Buyers Club,1971-12-26
373,nm0000507,2012-03-18,2012-03-18,,Rob Lowe,St. Elmo's Fire,1964-03-17
374,nm0079273,2012-03-18,2012-03-18,,Paul Bettany,WandaVision,1971-05-27
375,nm0004770,2012-03-18,2012-03-18,,David Boreanaz,Angel,1969-05-16
376,nm0503567,2012-03-18,2012-03-18,,Logan Lerman,The Perks of Being a Wallflower,1992-01-19
377,nm0933940,2012-03-18,2012-03-18,,Patrick Wilson,The Phantom of the Opera,1973-07-03
378,nm0342488,2012-03-18,2012-03-18,,Rupert Grint,Harry Potter and the Sorcerer's Stone,1988-08-24
379,nm0001612,2012-03-18,2012-03-18,,Matthew Perry,Friends,1969-08-19
380,nm0837177,2012-03-18,2012-03-18,,Jason Sudeikis,Ted Lasso,1975-09-18
381,nm1374980,2012-03-18,2012-03-18,,Zac Efron,High School Musical 3: Senior Year,1987-10-18
382,nm0000648,2012-03-18,2012-03-18,,Wesley Snipes,Blade,1962-07-31
383,nm0001434,2012-03-18,2012-03-18,,Kris Kristofferson,Blade,1936-06-22
384,nm1258970,2012-03-18,2012-03-18,,Russell Brand,Arthur,1975-06-04
385,nm0604742,2012-03-18,2012-03-18,,Jeffrey Dean Morgan,Watchmen,1966-04-22
386,nm0000397,2012-03-18,2012-03-18,,Corey Feldman,Stand by Me,1971-07-16
387,nm0781981,2012-03-18,2012-03-18,,Jason Segel,Forgetting Sarah Marshall,1980-01-18
388,nm0908094,2012-03-18,2012-03-18,,Paul Walker,The Fast and the Furious,1973-09-12
389,nm0005377,2012-03-18,2012-03-18,,Sam Rockwell,Moon,1968-11-05
390,nm0705356,2012-03-18,2012-03-18,,Daniel Radcliffe,Harry Potter and the Deathly Hallows: Part 2,1989-07-23
391,nm0004395,2012-03-18,2012-03-18,,Adam Scott,Parks and Recreation,1973-04-03
392,nm0333410,2012-03-18,2012-03-18,,Topher Grace,In Good Company,1978-07-12
393,nm0004790,2012-03-18,2012-03-18,,Scott Caan,Ocean's Eleven,1976-08-23
394,nm0158626,2012-03-18,2012-03-18,,John Cho,Star Trek,1972-06-16
395,nm0001173,2012-03-18,2012-03-18,,Aaron Eckhart,The Dark Knight,1968-03-12
396,nm0243806,2012-03-18,2012-03-18,,Kevin Durand,I Am Number Four,1974-01-14
397,nm0614165,2012-03-18,2012-03-18,,Cillian Murphy,28 Days Later...,1976-05-25
398,nm0251986,2012-03-18,2012-03-18,,Jesse Eisenberg,The Social Network,1983-10-05
399,nm0005561,2012-03-18,2012-03-18,,Luke Wilson,The Royal Tenenbaums,1971-09-21
400,nm0059431,2012-03-18,2012-03-18,,Jay Baruchel,Goon,1982-04-09
401,nm0836343,2012-03-18,2012-03-18,,Jim Sturgess,21,1978-05-16
402,nm0002006,2012-03-18,2012-03-18,,Thomas Haden Church,Sideways,1960-06-17
403,nm0005493,2012-03-18,2012-03-18,,Justin Timberlake,Trolls,1981-01-31
404,nm1242688,2012-03-18,2012-03-18,,Josh Hutcherson,The Hunger Games,1992-10-12
405,nm0597388,2012-03-18,2012-03-18,,Jason Momoa,Aquaman,1979-08-01
406,nm0425005,2012-03-18,2012-03-18,,Dwayne Johnson,Black Adam,1972-05-02
407,nm0491402,2012-03-18,2012-03-18,,Hugh Laurie,House M.D.,1959-06-11
408,nm0004874,2012-03-18,2012-03-18,,Vin Diesel,Guardians of the Galaxy,1967-07-18
409,nm1210124,2012-03-18,2012-03-18,,Taylor Lautner,Twilight,1992-02-11
410,nm0001518,2012-03-18,2012-03-18,,Dylan McDermott,The Practice,1961-10-26
411,nm0000015,2012-03-18,2012-03-18,,James Dean,East of Eden,1931-02-08
412,nm0000667,2012-03-18,2012-03-18,,David Thewlis,Naked,1963-03-20
413,nm0835016,2012-03-18,2012-03-18,,Mark Strong,1917,1963-08-05
414,nm0000346,2012-03-18,2012-03-18,,Macaulay Culkin,Home Alone,1980-08-26
415,nm0000498,2012-03-18,2012-03-18,,Matthew Lillard,Scooby-Doo,1970-01-24
416,nm0000555,2012-03-18,2012-03-18,,Judd Nelson,The Breakfast Club,1959-11-28
417,nm0000141,2012-03-18,2012-03-18,,David Duchovny,The X Files,1960-08-07
418,nm0005024,2012-03-18,2012-03-18,,Terrence Howard,Crash,1969-03-11
419,nm0305558,2012-03-18,2012-03-18,,Gael García Bernal,Mozart in the Jungle,1978-11-30
420,nm0000442,2012-03-18,2012-03-18,,Rutger Hauer,Hobo with a Shotgun,1944-01-23
421,nm0000664,2012-03-18,2012-03-18,,Patrick Swayze,Dirty Dancing,1952-08-18
422,nm0004912,2012-03-18,2012-03-18,,Oded Fehr,The Mummy Returns,1970-11-23
423,nm1500155,2012-03-18,2012-03-18,,Robert Pattinson,Twilight,1986-05-13
424,nm0876138,2012-03-18,2012-03-18,,Alan Tudyk,Rogue One,1971-03-16
425,nm0391326,2012-03-18,2012-03-18,,Josh Holloway,Lost,1969-07-20
426,nm0553648,2012-03-18,2012-03-18,,Olivier Martinez,Unfaithful,1966-01-12
427,nm0048932,2012-03-18,2012-03-18,,Simon Baker,Margin Call,1969-07-30
428,nm0000126,2012-03-18,2012-03-18,,Kevin Costner,The Postman,1955-01-18
429,nm0122654,2012-03-18,2012-03-18,,Ed Burns,The Wire,
430,nm0005562,2012-03-18,2012-03-18,,Owen Wilson,The Royal Tenenbaums,1968-11-18
431,nm1401375,2012-03-18,2012-03-18,,Janet Thomas,The Lord of the Rings: The Fellowship of the Ring,
432,nm0000206,2012-03-18,2012-03-18,,Keanu Reeves,The Matrix,1964-09-02
433,nm0001722,2012-03-18,2012-03-18,,Rufus Sewell,Dark City,1967-10-29
434,nm0470981,2012-03-18,2012-03-18,,Thomas Kretschmann,King Kong,1962-09-08
435,nm0001209,2012-03-18,2012-03-18,,William Fichtner,Crash,1956-11-27
436,nm0000102,2012-03-18,2012-03-18,,Kevin Bacon,Footloose,1958-07-08
437,nm0001608,2012-03-18,2012-03-18,,Barry Pepper,'Saving Private Ryan': Boot Camp,1970-04-04
438,nm0001542,2012-03-18,2012-03-18,,Jay Mohr,Go,1970-08-23
439,nm1013003,2012-03-18,2012-03-18,,Michael Ealy,Barbershop,1973-08-03
440,nm0000056,2012-03-18,2012-03-18,,Paul Newman,The Hustler,1925-01-26
441,nm0000037,2012-03-18,2012-03-18,,Gene Kelly,Singin' in the Rain,1912-08-23
442,nm0000708,2012-03-18,2012-03-18,,Billy Zane,Titanic,1966-02-24
443,nm0779084,2012-03-18,2012-03-18,,Dougray Scott,Ever After,1965-11-25
444,nm0001319,2012-03-18,2012-03-18,,Mark Harmon,NCIS: Naval Criminal Investigative Service,1951-09-02
445,nm0001229,2012-05-05,2012-05-05,,Glenn Ford,Gilda,1916-05-01
446,nm3435612,2021-02-26,2021-02-26,,Roland Møller,Under sandet,1972-05-28
